,Unnamed: 0.1,Unnamed: 0,Event.Id,Investigation.Type,Event.Date,Location,Injury.Severity,Aircraft.damage,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Num.Passenger,Total.Injured,Percent.Serious.and.Fatal,Percent.Uninjured,Make.Model,Max.Capacity
",4.0,0.0,0.0,100.0,cessna170B,4
6949,6949,76583,20150122X23956,Accident,2015-01-21,KS,Non-Fatal,Substantial,piper,2.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper fuel management and failure to conduct the engine failure emergency procedures and his improper conduct of the forced landing, which resulted in fuel starvation, a total loss of engine power, and the subsequent high-energy impact with power lines and terrain. Contributing to the accident was pilot fatigue.
",1.0,0.0,0.0,100.0,piperPA-31-350,10
6950,6950,76585,20150126X51408,Accident,2015-01-22,OK,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The pilot's improper landing technique which resulted in a hard landing and subsequent nose landing gear collapse.,1.0,0.0,0.0,100.0,cessna152,3
6951,6951,76590,20150125X90257,Accident,2015-01-25,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilots physical impairment due to intense pain, which resulted in his failure to maintain airplane control.",1.0,1.0,0.0,0.0,cessna150,2
6952,6952,76591,20150126X54025,Accident,2015-01-25,CO,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilots intentional flight into terrain.
",1.0,1.0,0.0,0.0,cessna172F,4
6953,6953,76597,20150127X14127,Accident,2015-01-26,HI,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,2.0,VMC,,A partial loss of engine power for reasons that could not be determined because the airplane was ditched and not recovered.,4.0,2.0,50.0,50.0,cessna172N,5
6954,6954,76607,20150129X05038,Accident,2015-01-28,FL,Non-Fatal,Minor,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,4.0,VMC,,"The failure of the airplane pilots to maintain an adequate visual lookout for known traffic in the traffic pattern, which resulted in a midair collision. Contributing to the accident was the failure of the airplane pilots to announce their intentions before landing, and the helicopter pilots' lack of specificity in their radio communications.",4.0,0.0,0.0,100.0,piperPA-28R-200,5
6955,6955,76609,20150130X24929,Accident,2015-01-29,WA,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's delayed action to use carburetor heat before the engine experienced a total loss of power while operating at cruise flight in conditions conducive to carburetor icing. 
",1.0,0.0,0.0,100.0,piperPA 12,4
6956,6956,76616,20150203X64859,Accident,2015-02-01,AK,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilots improper fuel management, which resulted in a loss of engine power due to fuel starvation. Contributing to the accident was the pilots inadvertent switching of the fuel selector to the off position during the attempted engine restart.",1.0,0.0,0.0,100.0,piperPA 12,4
6957,6957,76619,20150204X31504,Accident,2015-02-04,VA,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,,"The flight instructor and pilot-rated student's inadequate preflight inspection, which resulted in a total loss of engine power due to fuel exhaustion.",2.0,2.0,100.0,0.0,piperPA 18-150,2
6958,6958,76624,20150205X34400,Accident,2015-02-05,TX,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,VMC,,"The pilot's failure to note that icing conditions existed in the airport area despite having received that information in a preflight briefing, which resulted in his flight into an area of icing and the subsequent loss of airplane control due to ice accumulation on the airplane.
",4.0,4.0,50.0,0.0,beechA36,4
6959,6959,76627,20150211X83331,Accident,2015-02-07,NY,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's initiation of the flare while too high above the runway, resulting in an aerodynamic stall, hard landing, and loss of directional control.",1.0,0.0,0.0,100.0,cessna152,3
6960,6960,76632,20160325X33816,Accident,2015-02-08,CE,Non-Fatal,Substantial,mooney,,,Personal,0.0,1.0,0.0,1.0,VMC,,,2.0,1.0,50.0,50.0,mooneyM20F,6
6961,6961,76635,20150217X50749,Accident,2015-02-09,AK,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"An in-flight fire and a partial loss of engine power for reasons that could not be determined based on the available information.
",1.0,0.0,0.0,100.0,cessna180,6
6962,6962,76642,20150211X52137,Accident,2015-02-11,NC,Fatal,Substantial,piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"A total loss of engine power after takeoff due to fuel starvation as a result of excessive wear of the fuel selector valve. Also causal was the owner/operator and maintenance personnel's inadequate maintenance, and inadequate postmaintenance inspection.",1.0,1.0,100.0,0.0,piperPA28,4
6963,6963,76649,20150214X43614,Accident,2015-02-14,UT,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,,"The total loss of engine power due to fuel exhaustion, which resulted from the pilot's inadequate preflight and in-flight fuel planning, which did not account for the increased headwind.
",2.0,1.0,0.0,50.0,cessna150M,2
6964,6964,76656,20150219X14806,Accident,2015-02-15,PO,Non-Fatal,,boeing,,,,0.0,4.0,1.0,245.0,IMC,,an encounter with convective turbulence associated with a forecasted area of thunderstorms.,250.0,5.0,1.6,98.0,boeing767,292
6965,6965,76663,20150217X83924,Accident,2015-02-16,CO,Non-Fatal,Substantial,beech,2.0,Reciprocating,,0.0,0.0,0.0,1.0,IMC,,"The pilots failure to maintain airplane control during a rejected takeoff from a slush-covered runway at night. 
",1.0,0.0,0.0,100.0,beech58,6
6966,6966,76670,20150224X94231,Accident,2015-02-19,KY,Non-Fatal,Substantial,cirrus design corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,"Maintenance personnel's failure to properly inspect and clean the engine ignition harness spark plug terminals, which resulted in a partial loss of engine power during an attempted takeoff.",3.0,0.0,0.0,100.0,cirrus design corpSR22,5
6967,6967,76676,20150225X01451,Accident,2015-02-21,IL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,The student pilot's improper flight control inputs resulting in the loss of control during the landing flare.,2.0,0.0,0.0,100.0,cessna172P,4
6968,6968,76678,20150224X93519,Accident,2015-02-22,CA,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during the landing roll.,2.0,0.0,0.0,100.0,piperPA 18-150,2
6969,6969,76682,20150225X12013,Accident,2015-02-24,MD,Non-Fatal,Substantial,cessna,1.0,Turbo Prop,,0.0,0.0,0.0,1.0,VMC,,"The ground service vehicle operator's failure to yield right of way to the airplane due to distraction, which necessitated the pilot's use of reverse thrust and braking to avoid a collision and resulted in the airplane's empennage striking the ground.",1.0,0.0,0.0,100.0,cessna208,10
6970,6970,76691,20150303X30828,Accident,2015-02-27,FL,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The total loss of engine power due to carburetor ice. 

 
",1.0,0.0,0.0,100.0,piperPA28,4
6971,6971,76694,20150304X33517,Accident,2015-02-28,IA,Non-Fatal,Substantial,cirrus,,Reciprocating,,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,cirrusSR22,5
6972,6972,76698,20150311X53257,Accident,2015-03-01,AK,Non-Fatal,Substantial,stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's loss of directional control during landing, resulting in a collision with terrain.",1.0,0.0,0.0,100.0,stinson108,4
6973,6973,76703,20150302X72957,Accident,2015-03-02,MO,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,The loss of engine power due to fuel starvation.,2.0,1.0,50.0,50.0,piperPA 28-140,4
6974,6974,76707,20150305X32341,Accident,2015-03-03,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,,A total loss of engine power for reasons that could not be determined because postaccident testing of the engine revealed no anomalies.,2.0,1.0,50.0,50.0,cessna152,3
6975,6975,76709,20150304X81814,Accident,2015-03-04,VA,Fatal,Substantial,mooney,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,,The pilot's failure to properly execute the instrument approach procedure. Contributing to the accident were the pilot's improper preflight planning and his decision to conduct the flight in instrument meteorological conditions at night into forecast moderate turbulence and with inadequate avionics equipment for the planned flight.,3.0,3.0,100.0,0.0,mooneyM20F,6
6976,6976,76710,20150313X90544,Accident,2015-03-04,NC,Non-Fatal,Substantial,beech,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,IMC,,"The pilot's failure to maintain a proper glidepath and failure to perform a go-around once a safe landing could not accomplished, which resulted in a landing area overshoot and runway excursion.",4.0,0.0,0.0,100.0,beech58,6
6977,6977,76711,20160114X55003,Accident,2015-03-04,NY,Fatal,Substantial,piper,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,piperPA28,4
6978,6978,76722,20150308X30905,Accident,2015-03-07,CA,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The separation of the flight control stick from the stub due to its improper installation.,1.0,0.0,0.0,100.0,piperPA 18-150,2
6979,6979,76724,20150310X83524,Accident,2015-03-07,VA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's inadequate landing flare which resulted in a hard landing and substantial damage to the airplane.,1.0,0.0,0.0,100.0,cessna172S,4
6980,6980,76730,20150311X13853,Accident,2015-03-08,RI,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain aircraft control during landing, and his subsequent failure to recover from a bounced landing, which resulted in a hard landing.",1.0,0.0,0.0,100.0,cessna172P,4
6981,6981,76736,20150310X20438,Accident,2015-03-09,UT,Non-Fatal,Substantial,cirrus design corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during the landing roll.,1.0,0.0,0.0,100.0,cirrus design corpSR22,5
6982,6982,76737,20150310X74323,Accident,2015-03-09,FL,Fatal,Substantial,piper,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,,"The pilot's inadvertent placement of both fuel selectors to the ""off"" position, which resulted in fuel starvation and a total loss of engine power.",2.0,2.0,50.0,0.0,piperPA-24-250,5
6983,6983,76738,20150325X72946,Accident,2015-03-09,IA,Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The malfunction of the right brake for reasons that could not be determined because postaccident examination revealed no anomalies that would have precluded normal operation.,2.0,0.0,0.0,100.0,aeronca7AC,3
6984,6984,76743,20150311X21724,Accident,2015-03-10,MI,Non-Fatal,Substantial,cessna,1.0,Turbo Prop,,0.0,0.0,0.0,1.0,IMC,,"The pilot's improper decision to continue the landing when the airplane was not in a safe position to land, resulting in the collision with ground-based approach lighting.",1.0,0.0,0.0,100.0,cessna208B,10
6985,6985,76747,20150316X61908,Accident,2015-03-12,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to use the proper hand propping procedures, resulting in a runaway airplane.",2.0,0.0,0.0,100.0,cessna170A,4
6986,6986,76748,20150319X52552,Accident,2015-03-12,PA,Non-Fatal,Substantial,boeing,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control while landing in a gusty crosswind, which resulted in a runway excursion and a nose over.",1.0,0.0,0.0,100.0,boeingA75N1(PT17),3
6987,6987,76760,20150318X84028,Accident,2015-03-15,IN,Fatal,Destroyed,piper,,Reciprocating,,1.0,0.0,0.0,0.0,Unk,,,1.0,1.0,100.0,0.0,piperPA-34-200T,7
6988,6988,76766,20150402X10229,Accident,2015-03-16,MD,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain directional control during the landing roll.,1.0,1.0,100.0,0.0,cessna140,2
6989,6989,76767,20150318X00901,Accident,2015-03-17,TX,Fatal,Destroyed,cessna,1.0,Reciprocating,Aerial Observation,1.0,0.0,0.0,0.0,IMC,,"The pilot's decision to continue a visual flight rules flight into known instrument flight rules conditions, which resulted in controlled flight into terrain.",1.0,1.0,100.0,0.0,cessna182Q,4
6990,6990,76771,20150327X81708,Accident,2015-03-17,IN,Non-Fatal,Substantial,beech,1.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper fuel planning, which resulted in fuel exhaustion, and a loss of engine power en-route.",2.0,0.0,0.0,100.0,beechA36,4
6991,6991,76775,20150322X11754,Accident,2015-03-19,TX,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The pilot's excessive braking during the landing roll.,1.0,1.0,100.0,0.0,piperPA 12,4
6992,6992,76779,20150323X84243,Accident,2015-03-20,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,,"The pilot's failure to use carburetor heat during the flight while operating in conditions conducive to carburetor icing, which resulted in a total loss of engine power due to carburetor icing. Contributing to the accident was the pilot's decision to take off in low visibility conditions, which precluded him from being able to locate a suitable emergency landing area.",1.0,0.0,0.0,100.0,cessna150,2
6993,6993,76787,20150415X54513,Accident,2015-03-21,GA,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to attain the proper touchdown point on the short, wet, turf runway. Contributing to the accident was the pilots use of a high approach speed.",2.0,0.0,0.0,100.0,piperPA-28-235,5
6994,6994,76793,20150325X24417,Accident,2015-03-23,CA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,Unk,,The pilot involved and the phase of flight when the damage occurred were not determined.,1.0,0.0,0.0,100.0,cessna172S,4
6995,6995,76795,20150325X70035,Accident,2015-03-24,OK,Non-Fatal,Substantial,cessna,1.0,Turbo Prop,Flight Test,0.0,1.0,0.0,1.0,VMC,,"The fuel pump gear manufacturers allowance of set-up gears made from a nonconforming material to be put in the production inventory system, the installation of a nonconforming gear in the accident airplanes production fuel pump, and the gears failure, which resulted in a loss of fuel flow to the engine and the subsequent loss of engine power.
",2.0,1.0,50.0,50.0,cessna208B,10
6996,6996,76796,20150325X74504,Accident,2015-03-24,MI,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,Loss of engine power due to fuel contamination. A factor contributing to the accident was the pilot's inadequate preflight.,1.0,1.0,100.0,0.0,cessna150,2
6997,6997,76814,20150330X82810,Accident,2015-03-28,UT,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain attitude control during landing flare.,1.0,0.0,0.0,100.0,cessna172S,4
6998,6998,76820,20150329X15652,Accident,2015-03-29,VA,Fatal,Substantial,piper,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,,"The student pilot's failure to maintain adequate airspeed after takeoff, which resulted in the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall.",1.0,1.0,100.0,0.0,piperPA-28-140,4
6999,6999,76821,20150330X24438,Accident,2015-03-29,TX,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,VMC,,"The pilot's decision to depart from an upsloping, soft grass runway at or near the airplane's maximum gross weight and with a high density altitude, which increased the airplane's ground roll and placed the airplane in close proximity to trees during the initial climb, and the pilot's subsequent inability to adequately compensate for gusting wind conditions, which resulted in a stall/mush and impact with trees and terrain during takeoff.",4.0,4.0,50.0,0.0,beech35,5
7000,7000,76822,20150330X64758,Accident,2015-03-29,PA,Fatal,Destroyed,piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,"The failure of the flight instructor and the pilot to abort the takeoff after the airplane experienced a partial loss of engine power with adequate runway remaining, and their subsequent failure to maintain adequate airspeed, which led to the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall. Contributing to the accident was an intermittent loss of engine power for reasons that could not be determined during postaccident examination of the wreckage due to extensive postcrash fire damage.",2.0,2.0,100.0,0.0,piperPA28,4
7001,7001,76831,20150331X34709,Accident,2015-03-31,AK,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's inadequate supervision of the student while landing, which resulted in a ground loop. Contributing to the accident was the student pilots failure to maintain directional control of the tailwheel-equipped airplane during the landing roll. 

            

 
",2.0,0.0,0.0,100.0,cessna170B,4
7002,7002,76839,20150407X04922,Accident,2015-04-01,AK,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's loss of directional control during landing, resulting in a collision with terrain.",1.0,0.0,0.0,100.0,cessnaA185F,6
7003,7003,76841,20150403X02544,Accident,2015-04-02,AR,Fatal,Destroyed,cessna,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,,The noninstrument-rated pilot's controlled flight into terrain due to an inadvertent encounter with clouds in dark night conditions. Contributing to the accident was the pilot's decision to fly at night in marginal visual meteorological conditions without the proper training and without obtaining a weather briefing.,1.0,1.0,100.0,0.0,cessna152,3
7004,7004,76847,20150406X41451,Accident,2015-04-04,AL,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilot's use of an incorrect radio frequency when attempting to turn on the runway lights, resulting is an attempt to land the airplane while aligned with airport hangar lights.",1.0,1.0,0.0,0.0,beechV35B,4
7005,7005,76853,20150514X40058,Accident,2015-04-04,GA,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion.",1.0,0.0,0.0,100.0,piperPA 18-150,2
7006,7006,76857,20150406X81603,Accident,2015-04-06,PA,Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,A total loss of engine power during takeoff due to an interruption of fuel flow to the engine. The reason for the interruption of the fuel flow could not be determined during postaccident examination and testing.,2.0,0.0,0.0,100.0,mooneyM20J,4
7007,7007,76859,20150407X21728,Accident,2015-04-06,NJ,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's improper flare which resulted in a loss of control and subsequent hard landing.,1.0,0.0,0.0,100.0,cessna152,3
7008,7008,76862,20150422X94017,Accident,2015-04-07,LA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper landing flare, which resulted in a hard landing, the nosewheel tire bursting, and a subsequent porpoise and nose-over.",1.0,0.0,0.0,100.0,cessna177B,5
7009,7009,76865,20150411X00127,Accident,2015-04-10,ID,Fatal,Substantial,cessna,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,,"The pilot's attempt to depart in conditions that resulted in the airplane having insufficient performance capability, which resulted in a collision with a tree.",4.0,4.0,100.0,0.0,cessnaT210M,6
7010,7010,76870,20150413X45158,Accident,2015-04-11,OH,Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain control of the airplane while encountering a wind gust after landing.,1.0,0.0,0.0,100.0,aeronca7AC,3
7011,7011,76871,20150413X92719,Accident,2015-04-11,TN,Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to properly apply carburetor heat in conditions conducive to carburetor icing, which resulted the accumulation of carburetor ice and the subsequent total loss of engine power.",1.0,0.0,0.0,100.0,aeronca7AC,3
7012,7012,76876,20150413X92126,Accident,2015-04-12,IA,Fatal,Substantial,cessna,,,Instructional,3.0,0.0,0.0,0.0,,,,3.0,3.0,100.0,0.0,cessna172S,4
7013,7013,76880,20150412X21537,Accident,2015-04-13,AK,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,A total loss of engine power for reasons that could not be determined because postaccident engine examination and testing revealed no mechanical anomalies that would have precluded normal operation.,3.0,0.0,0.0,100.0,cessna170B,4
7014,7014,76885,20150414X13623,Accident,2015-04-14,HI,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,3.0,0.0,VMC,,"Water contamination in the fuel system due to the flight instructors and pilot receiving instructions failure to drain all the water from the system during the preflight inspection, which resulted in a loss of engine power.",3.0,3.0,0.0,0.0,cessna172M,4
7015,7015,76886,20150415X25713,Accident,2015-04-14,AK,Fatal,Substantial,cessna,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,,"The pilot's decision to continue flight into known icing conditions, contrary to the airplanes limitations, which resulted in a total loss of engine power due to icing.",1.0,1.0,100.0,0.0,cessna180,6
7016,7016,76889,20150416X44654,Accident,2015-04-15,NY,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The loss of engine power during takeoff for reasons that could not be determined during postaccident examination of the engine or testing of the carburetor.,1.0,0.0,0.0,100.0,piperPA-28-140,4
7017,7017,76898,20150417X02428,Accident,2015-04-17,CA,Non-Fatal,Substantial,piper,1.0,Reciprocating,Banner Tow,0.0,1.0,0.0,0.0,VMC,,"Maintenance personnels failure to properly repair a propeller deformation, which resulted in a fatigue crack, separation of a propeller blade tip, and forced landing onto uneven terrain.",1.0,1.0,100.0,0.0,piperPA 18-150,2
7018,7018,76899,20150417X20434,Accident,2015-04-17,TX,Non-Fatal,Substantial,cessna,2.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,IMC,,"The total loss of engine power due to the use of an improper fuel type. Contributing to the accident were the servicing of the airplane with the improper fuel, noncompliance with an airworthiness directive, and the fuel nozzle installed on the fueling truck.",3.0,3.0,66.66666666666666,0.0,cessna421B,10
7019,7019,76901,20150422X44915,Accident,2015-04-17,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's misjudged airspeed and glidepath, which resulted in a landing area overshoot and runway excursion.",2.0,0.0,0.0,100.0,cessna172P,4
7020,7020,76902,20150424X91445,Accident,2015-04-17,MT,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate recovery from a bounced landing, resulting in a loss of control and collision with terrain.",1.0,0.0,0.0,100.0,piperPA 28-180,4
7021,7021,76903,20150504X14247,Accident,2015-04-17,"G,",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain pitch control, resulting in a hard landing.",1.0,0.0,0.0,100.0,cessna172P,4
7022,7022,76904,20150417X03828,Accident,2015-04-18,MS,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from obstacles during an off airport precautionary landing roll.,1.0,1.0,100.0,0.0,cessna140,2
7023,7023,76907,20150420X64153,Accident,2015-04-18,TN,Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,3.0,2.0,0.0,VMC,,"The pilot's inadequate weight and balance and performance planning, including his decision to take off with more passengers than permitted, and his exceedance of the airplanes critical angle of attack during the initial climb, which resulted in an aerodynamic stall and impact with terrain.",5.0,5.0,60.0,0.0,mooneyM20C,4
7024,7024,76909,20150421X30702,Accident,2015-04-18,NY,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain an adequate descent rate, resulting in a hard landing.",1.0,0.0,0.0,100.0,cessna150M,2
7025,7025,76914,20150526X85029,Accident,2015-04-18,WA,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,A total loss of engine power due to fuel starvation as a result of a mechanics failure to properly tighten the B-nut to the fuel pump inlet during a recent annual inspection. Contributing to the accident was the pilot's decision to take off despite indications that the engine was not operating normally.,1.0,0.0,0.0,100.0,beechF33A,5
7026,7026,76915,20150420X00535,Accident,2015-04-19,FL,Non-Fatal,Substantial,cirrus design corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilot's improper decision to land the airplane with a quartering, gusting tailwind and his subsequent failure to flare the airplane and maintain directional control after it bounced, which resulted in a runway excursion.",4.0,0.0,0.0,100.0,cirrus design corpSR22,5
7027,7027,76917,20150421X14605,Accident,2015-04-19,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain airplane control, resulting in a hard landing.",2.0,0.0,0.0,100.0,cessna172S,4
7028,7028,76919,20150421X13528,Accident,2015-04-20,AS,Fatal,Destroyed,piper,,,Unknown,7.0,0.0,0.0,0.0,,,,7.0,7.0,100.0,0.0,piperPA-32-300,7
7029,7029,76920,20150423X23403,Accident,2015-04-20,ID,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during landing.,1.0,0.0,0.0,100.0,cessna180J,6
7030,7030,76927,20150424X81527,Accident,2015-04-22,OR,Fatal,Destroyed,piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"The noncertificated pilot's continued visual flight into instrument meteorological conditions, which resulted in spatial disorientation leading to the pilot's loss of control of the airplane and subsequent collision with mountainous terrain.  
",1.0,1.0,100.0,0.0,piperPA 28-140,4
7031,7031,76929,20150429X23209,Accident,2015-04-23,AK,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The failure of the left main landing gear leg for reasons that could not be determined based on the available evidence. ,1.0,0.0,0.0,100.0,cessna185,6
7032,7032,76933,20150424X61110,Accident,2015-04-24,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilot's excessive airspeed during landing, which resulted in abnormal runway contact, a runway excursion, and substantial damage to the airplane.",4.0,0.0,0.0,100.0,cessna172M,4
7033,7033,76941,20150429X22604,Accident,2015-04-28,WA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"Maintenance personnels incorrect installation of the fuel selector valvehandle, which resulted in fuel starvation, a loss of engine power, and a forced hard landing. Contributing to the accident was the pilot's failure to follow the manufacturer's checklist.",1.0,1.0,0.0,0.0,cessna170B,4
7034,7034,76946,20150507X15611,Accident,2015-04-30,CA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,,"The student pilot's failure to maintain attitude control during the landing flare, resulting in a hard landing.",1.0,1.0,100.0,0.0,cessna172P,4
7035,7035,76947,20150513X75952,Incident,2015-04-30,TX,Non-Fatal,Minor,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,The loss of engine power due to the separation of the distributor gear arm on the left magneto.,2.0,0.0,0.0,100.0,cessna152,3
